"map","file","graphics_id"
"MAP_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_CORRIDOR","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\BattleFrontier_BattleTowerMultiCorridor\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_PARTNER_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\BattleFrontier_BattleTowerMultiPartnerRoom\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_PARTNER_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\BattleFrontier_BattleTowerMultiPartnerRoom\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_PARTNER_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\BattleFrontier_BattleTowerMultiPartnerRoom\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_PARTNER_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\BattleFrontier_BattleTowerMultiPartnerRoom\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_PARTNER_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\BattleFrontier_BattleTowerMultiPartnerRoom\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_PARTNER_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\BattleFrontier_BattleTowerMultiPartnerRoom\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_PARTNER_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\BattleFrontier_BattleTowerMultiPartnerRoom\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_BATTLE_FRONTIER_BATTLE_TOWER_MULTI_PARTNER_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\BattleFrontier_BattleTowerMultiPartnerRoom\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_CONTEST_HALL","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\ContestHall\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_EVER_GRANDE_CITY_CHAMPIONS_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\EverGrandeCity_ChampionsRoom\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_FALLARBOR_TOWN_BATTLE_TENT_BATTLE_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\FallarborTown_BattleTentBattleRoom\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_FALLARBOR_TOWN_BATTLE_TENT_BATTLE_ROOM","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\FallarborTown_BattleTentBattleRoom\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_LAVARIDGE_TOWN","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LavaridgeTown\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_LAVARIDGE_TOWN","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LavaridgeTown\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_LILYCOVE_CITY","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LilycoveCity\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_LILYCOVE_CITY_POKEMON_CENTER_1F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LilycoveCity_PokemonCenter_1F\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_LILYCOVE_CITY_POKEMON_CENTER_1F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LilycoveCity_PokemonCenter_1F\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_LITTLEROOT_TOWN","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_1F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_1F\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_LITTLEROOT_TOWN_BRENDANS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_BrendansHouse_2F\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_1F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_1F\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_LITTLEROOT_TOWN_MAYS_HOUSE_2F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_MaysHouse_2F\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_LITTLEROOT_TOWN_PROFESSOR_BIRCHS_LAB","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\LittlerootTown_ProfessorBirchsLab\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_MAUVILLE_CITY_POKEMON_CENTER_1F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\MauvilleCity_PokemonCenter_1F\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_MOSSDEEP_CITY_GAME_CORNER_B1F","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\MossdeepCity_GameCorner_B1F\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_OLDALE_TOWN","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\OldaleTown\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_ROUTE103","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\Route103\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_ROUTE104","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\Route104\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_ROUTE110","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\Route110\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_ROUTE110","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\Route110\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_ROUTE111","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\Route111\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_ROUTE117","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\Route117\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_ROUTE117","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\Route117\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_ROUTE119","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\Route119\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_ROUTE119","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\Route119\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_RUSTBORO_CITY","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\RustboroCity\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_BLUE_CAVE1","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave1\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_B"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_C"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_D"
"MAP_SECRET_BASE_BLUE_CAVE2","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave2\map.json","OBJ_EVENT_GFX_VAR_F"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_0"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_1"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_2"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_3"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_4"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_5"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_6"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_7"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_8"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_9"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_A"
"MAP_SECRET_BASE_BLUE_CAVE3","C:\Users\Zauke07\Desktop\decompsger\pokeemerald-expansion\data\maps\SecretBase_BlueCave3\map.json","OBJ_EVENT_GFX_VAR_B"
